2000
0	4.559464e-01	4.247666e-01	2.659990e+00
1	4.499575e-01	3.248865e-01	1.927211e+00
3	4.170844e-01	4.176181e-01	1.306790e+00
4	4.496782e-01	3.686017e-01	2.219345e+00
5	6.646399e-01	5.214292e-01	2.259404e+00
6	4.492390e-01	3.304347e-01	2.766488e+00
9	4.583890e-01	4.314939e-01	1.231558e+00
10	4.440583e-01	4.278149e-01	1.283341e+00
14	4.008670e-01	4.528557e-01	2.148021e+00
16	4.442950e-01	3.821250e-01	2.881778e+00
17	4.062756e-01	3.676238e-01	1.311676e+00
19	4.451364e-01	4.595309e-01	2.081583e+00
20	5.402160e-01	2.762278e-01	2.944309e+00
21	4.205509e-01	3.954701e-01	2.364924e+00
22	5.405967e-01	3.734729e-01	2.446996e+00
24	3.700673e-01	4.086373e-01	2.993161e+00
26	4.835379e-01	4.089291e-01	1.180752e+00
29	4.492412e-01	3.439423e-01	1.761114e+00
30	4.928771e-01	4.233276e-01	2.705911e+00
31	4.643327e-01	4.464063e-01	2.189057e+00
32	1.735943e-01	4.657414e-01	2.337567e+00
36	3.076088e-01	3.684142e-01	1.131900e+00
39	3.861838e-01	4.151349e-01	2.950171e+00
41	4.353373e-01	3.360008e-01	1.319492e+00
43	5.209696e-01	3.882116e-01	2.796776e+00
45	4.376186e-01	4.043706e-01	2.812408e+00
47	4.462022e-01	3.692751e-01	2.619932e+00
48	4.530374e-01	4.176676e-01	1.500244e+00
49	4.145234e-01	3.931209e-01	1.309722e+00
50	4.435727e-01	3.933743e-01	1.122130e+00
52	4.571666e-01	3.302463e-01	1.758183e+00
53	4.435768e-01	4.157812e-01	2.832926e+00
54	4.607103e-01	3.418170e-01	2.136297e+00
55	4.702742e-01	3.749294e-01	1.853933e+00
56	4.598091e-01	3.513605e-01	1.607719e+00
57	9.035788e-01	2.552120e-01	1.982902e+00
58	4.622251e-01	3.660336e-01	2.045432e+00
59	4.137263e-01	4.082313e-01	1.234489e+00
62	4.796058e-01	3.890781e-01	2.046409e+00
65	3.962294e-01	5.787977e-01	1.164143e+00
69	3.101231e-01	5.789421e-01	1.689790e+00
70	4.890220e-01	3.743659e-01	2.347338e+00
73	4.021970e-01	3.949377e-01	1.758183e+00
74	3.982802e-01	4.465869e-01	2.161700e+00
76	4.439492e-01	4.087749e-01	2.038593e+00
77	5.215152e-01	4.292553e-01	1.977040e+00
78	3.883750e-01	3.365188e-01	2.565217e+00
80	4.359620e-01	3.287046e-01	2.205667e+00
81	4.633715e-01	3.754719e-01	1.398632e+00
82	4.328401e-01	4.067347e-01	1.638007e+00
83	4.098967e-01	3.718592e-01	1.205178e+00
85	5.149776e-01	3.751565e-01	1.362482e+00
87	3.858294e-01	4.545828e-01	1.996580e+00
88	5.381262e-01	2.296592e-01	1.143625e+00
89	4.055444e-01	4.327336e-01	1.917440e+00
90	9.606022e-01	2.284645e-01	1.747435e+00
91	4.528212e-01	4.278570e-01	2.804592e+00
92	4.804664e-01	3.807412e-01	1.592086e+00
93	4.320406e-01	4.058634e-01	2.871031e+00
94	5.844931e-01	4.762935e-01	1.717147e+00
96	4.837132e-01	4.291896e-01	2.295554e+00
97	2.385531e-01	4.323278e-01	1.248168e+00
98	4.901603e-01	3.884112e-01	2.607230e+00
99	3.805802e-01	5.182531e-01	2.866146e+00
100	9.485765e-01	2.408816e-01	2.349292e+00
101	4.530916e-01	4.394770e-01	1.344895e+00
103	9.571866e-01	2.487361e-01	1.942843e+00
104	4.217264e-01	3.608862e-01	2.097215e+00
105	4.774437e-01	3.801215e-01	2.440156e+00
107	2.912059e-01	6.618698e-01	2.630679e+00
108	5.648064e-01	4.236163e-01	1.023449e+00
110	4.479139e-01	4.393458e-01	2.002443e+00
112	5.683193e-01	4.140748e-01	2.215437e+00
113	4.580458e-01	4.438656e-01	1.230581e+00
114	4.164879e-01	3.559118e-01	2.364924e+00
116	4.139611e-01	3.697381e-01	1.324377e+00
117	3.298208e-01	5.530189e-01	1.500244e+00
118	3.625262e-01	5.419435e-01	2.812408e+00
119	5.559310e-01	2.511375e-01	1.448461e+00
120	4.603548e-01	4.418156e-01	2.302394e+00
122	4.410355e-01	2.943820e-01	2.131412e+00
123	5.458081e-01	3.966981e-01	2.719590e+00
124	5.127068e-01	2.925227e-01	2.884709e+00
125	3.207555e-01	5.032181e-01	2.896434e+00
126	4.581524e-01	4.368899e-01	1.119199e+00
127	4.469844e-01	4.181254e-01	2.184172e+00
128	3.942859e-01	5.959293e-01	2.469468e+00
129	5.502432e-01	2.540060e-01	1.157303e+00
130	6.073335e-01	3.366794e-01	2.511480e+00
131	4.206267e-01	4.998971e-01	2.546654e+00
134	4.368001e-01	4.280163e-01	2.489008e+00
135	4.369271e-01	2.602194e-01	2.473376e+00
136	3.826882e-01	3.684333e-01	1.486566e+00
137	5.739791e-01	2.781265e-01	1.004885e+00
140	5.109096e-01	4.088864e-01	1.103566e+00
141	4.440338e-01	3.995155e-01	2.380557e+00
142	4.327372e-01	1.520991e-01	2.226185e+00
143	4.868086e-01	4.214721e-01	2.559355e+00
144	4.092281e-01	3.828718e-01	2.978505e+00
148	4.509933e-01	3.455632e-01	2.119687e+00
149	6.310091e-01	7.636018e-01	2.315095e+00
150	3.842362e-01	3.701555e-01	1.074255e+00
151	3.636244e-01	2.744694e-01	2.398144e+00
152	4.654629e-01	4.163896e-01	2.014167e+00
154	4.165034e-01	4.198716e-01	2.126527e+00
155	4.073485e-01	3.872403e-01	1.117245e+00
156	4.588356e-01	3.305511e-01	2.617978e+00
157	6.356048e-01	7.575622e-01	2.454812e+00
158	4.107422e-01	4.106897e-01	1.060576e+00
160	4.467734e-01	4.643514e-01	1.728872e+00
161	4.383947e-01	8.236413e-01	2.528090e+00
162	3.682121e-01	4.344374e-01	1.137763e+00
163	5.067505e-01	3.710419e-01	2.477284e+00
164	5.476922e-01	2.933227e-01	1.328285e+00
165	3.854319e-01	4.069008e-01	2.865169e+00
166	1.263028e-01	7.213431e-01	2.580850e+00
167	3.109110e-01	5.293599e-01	1.963361e+00
168	4.619086e-01	4.082790e-01	1.665364e+00
169	5.323917e-01	2.921361e-01	1.217880e+00
171	3.809691e-01	3.976067e-01	2.021983e+00
173	1.334809e-01	7.464397e-01	1.551050e+00
175	4.293438e-01	3.363621e-01	2.931607e+00
176	1.334977e-01	7.655933e-01	2.152907e+00
177	4.753655e-01	4.594375e-01	1.943820e+00
178	4.648786e-01	9.458610e-02	1.311676e+00
179	4.442322e-01	4.357774e-01	1.547142e+00
180	4.842710e-01	3.596068e-01	2.213483e+00
181	4.338212e-01	4.367245e-01	2.043478e+00
182	4.169649e-01	4.011405e-01	2.673669e+00
186	5.406967e-01	3.024041e-01	2.940401e+00
188	4.781218e-01	4.575767e-01	2.628725e+00
189	4.268270e-01	4.362486e-01	2.664875e+00
191	5.144330e-01	4.033543e-01	2.334636e+00
192	4.113372e-01	5.304906e-01	2.055203e+00
193	4.726963e-01	4.211040e-01	1.027357e+00
194	4.377558e-01	8.469719e-02	1.698583e+00
195	4.550634e-01	4.621409e-01	1.006839e+00
198	3.113558e-01	3.994010e-01	2.058134e+00
199	4.280908e-01	4.319556e-01	1.997557e+00
200	4.752491e-01	4.203157e-01	2.697118e+00
201	5.317354e-01	2.937227e-01	2.445042e+00
202	4.632853e-01	4.693660e-01	1.279433e+00
203	4.506873e-01	4.508477e-01	2.408891e+00
205	5.346209e-01	2.842635e-01	2.023937e+00
207	3.505379e-01	7.760390e-01	1.212018e+00
208	5.467348e-02	7.791253e-01	1.636053e+00
209	3.670822e-01	6.488194e-01	2.090376e+00
210	5.904830e-01	6.697527e-01	1.814851e+00
211	5.207414e-01	2.805714e-01	2.246702e+00
212	4.882154e-01	5.424214e-01	1.148510e+00
213	3.955287e-01	5.699940e-01	1.459209e+00
214	5.262742e-01	2.804041e-01	1.042013e+00
216	5.191571e-02	7.632107e-01	1.584270e+00
217	3.824781e-01	2.707171e-01	2.376649e+00
218	3.540403e-01	4.380381e-01	2.247680e+00
219	4.543716e-01	3.853248e-01	1.770884e+00
220	5.254508e-01	2.831350e-01	2.858329e+00
221	4.867983e-01	5.178232e-01	1.609673e+00
222	4.324010e-01	4.783290e-01	1.152418e+00
223	4.236814e-01	3.332356e-01	1.250122e+00
224	4.564533e-01	4.439180e-01	2.062042e+00
225	4.226050e-01	4.136603e-01	1.123107e+00
226	4.410820e-01	7.997510e-01	1.438691e+00
227	4.522866e-01	5.089059e-01	2.676600e+00
228	4.523330e-01	5.064963e-01	2.319980e+00
229	4.543355e-01	3.981215e-01	2.793845e+00
230	4.651376e-01	4.893063e-01	2.593552e+00
231	5.287043e-01	2.922150e-01	2.102101e+00
232	3.985304e-01	3.904753e-01	1.060576e+00
233	4.305262e-01	3.980776e-01	2.041524e+00
234	3.896763e-01	3.486931e-01	2.262335e+00
235	4.530351e-01	3.577199e-01	1.443576e+00
237	5.286027e-01	2.971819e-01	2.647289e+00
238	5.805538e-02	7.446513e-01	2.875916e+00
239	4.654977e-01	6.770002e-01	1.548119e+00
240	4.389415e-01	3.967291e-01	2.238886e+00
241	4.162576e-01	5.542174e-01	1.812897e+00
242	4.308294e-01	4.264132e-01	1.040059e+00
243	4.790734e-01	4.205530e-01	1.263801e+00
244	2.894837e-01	3.512106e-01	1.624328e+00
245	4.709961e-01	4.046541e-01	1.723009e+00
246	4.823825e-01	3.550329e-01	2.261358e+00
247	3.626244e-01	8.268581e-01	1.394724e+00
248	4.865407e-01	4.800087e-01	1.301905e+00
249	4.793005e-01	4.323333e-01	1.629213e+00
250	4.157623e-01	3.166340e-01	2.247680e+00
251	5.289123e-01	2.769136e-01	1.683928e+00
252	4.364279e-01	3.919826e-01	1.126038e+00
253	5.231489e-01	4.522443e-01	1.614558e+00
255	5.214058e-01	2.731154e-01	1.937958e+00
256	4.427170e-01	4.246505e-01	2.834880e+00
257	5.929556e-02	7.431141e-01	2.144113e+00
258	4.422610e-01	6.912527e-01	1.238398e+00
259	4.552102e-01	9.653555e-02	2.234978e+00
260	4.604532e-01	3.449435e-01	2.464582e+00
261	5.225883e-01	3.617423e-01	2.080606e+00
262	4.329305e-01	3.901089e-01	2.782120e+00
264	4.761907e-01	4.457535e-01	1.910601e+00
265	4.042856e-01	4.338643e-01	2.648266e+00
266	4.386422e-01	3.995267e-01	2.749878e+00
267	4.522738e-01	4.271204e-01	2.013190e+00
268	5.099987e-01	3.738795e-01	1.662433e+00
269	5.243046e-01	2.625125e-01	2.876893e+00
270	4.523204e-01	3.919887e-01	1.789448e+00
271	4.488957e-01	4.356706e-01	1.357596e+00
272	4.168352e-01	4.566589e-01	1.563752e+00
273	4.876083e-01	3.966180e-01	1.498290e+00
274	4.571166e-01	4.471124e-01	1.908647e+00
275	4.345514e-01	5.008475e-01	2.665852e+00
276	4.075577e-01	2.130976e-01	2.691255e+00
277	4.331296e-01	3.912421e-01	2.098192e+00
278	4.184650e-01	4.106619e-01	1.220811e+00
280	5.160513e-01	2.849441e-01	2.821202e+00
281	5.537408e-01	2.586279e-01	2.290669e+00
282	5.491992e-01	4.599628e-01	2.534929e+00
283	4.688772e-01	4.408306e-01	2.445042e+00
284	4.592109e-01	4.149401e-01	2.930630e+00
285	4.790750e-01	1.525832e-01	2.088422e+00
286	4.842951e-01	3.296650e-01	1.133854e+00
